# Pathway	G45057_Abundance	G45068_Abundance	G45071_Abundance	G45075_Abundance	G45092_Abundance	G45099_Abundance	G45108_Abundance	G45117_Abundance	G45123_Abundance	G45226_Abundance	G45227_Abundance	G45250_Abundance
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dialister.s__Dialister_invisus	0	12.6636	12.8404	0	0	11.3275	0	0	0	6.1199	0.368645	6.94214
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dorea.s__Dorea_formicigenerans	0	0.732236	0	0	0.393374	0	0.588477	0	0	0	4.45638	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dorea.s__Dorea_longicatena	0	0	0	2.43106	0	0	1.05981	0	0	3.57693	25.7651	6.53684
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eggerthella.s__Eggerthella_lenta	1.50851	0	2.20988	0	0	1.6691	0	1.13503	0	0	1.32898	1.70978
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Clostridium_innocuum	0.268097	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0	0	0	0	1.53389	2.68913	0	1.86768	0	1.83341	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3	0	0	0	0	0	0	0	0.509446	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.198753	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0.467327	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	0	0	0	3.87812	0	0	0	0	11.9983	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_cylindroides	0	0	0	0	0	0	0.395206	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Escherichia.s__Escherichia_coli	0	0.782754	0	0	0	0.169045	0	15.4978	3.6071	0	1.9944	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_eligens	0	11.5951	0	9.14244	6.19633	0	2.03165	0	2.68326	16.7629	2.41836	3.32944
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	0	0	0	0	0	0	0	0	0	0	2.02001	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	0	2.14868	0	0	0	0	0.914539	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0.958541	0	0	1.74646	0	0	0	1.68975	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	68.0656	20.6224	141.238	64.6453	34.6585	145.704	31.5768	37.4992	93.8818	33.2673	66.079	60.943
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	2.86988	0.247087	0.232621	0	2.28258	4.20242	1.22755	1.20665	2.11072	3.90655	4.99909	2.15462
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0.629226	0	0.594837	0	0	0	0	0	11.585	0.703086	0.274268	0.565691
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0.207293	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Holdemania.s__Holdemania_filiformis	0	0	1.05902	0	0.156711	0	0.841947	0.192315	0.599294	0	0.458018	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA	0	1.02272	0	0	0	0	0	0	0	0	0	0.67498
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0	0	0	0.615099	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	1.00275	0	3.10478	0.182372	3.05655	0	2.47756	0	0.23726
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	1.16731	0	0	0	0	0	0	3.84157	4.65165	1.25342	0.87171
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0.873923	0	0.359118	0	1.28406	0	0	0	4.58057	1.4991	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0.299219	0	0.274809	0	0	0	0	1.0949	0	0.349775
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0.88374	7.67412	7.05243	2.85988	5.44867	4.4782	1.61388	16.516	8.68961	9.01041	5.22008
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_acidophilus	0	0	0	0	0	0	2.57622	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_casei_paracasei	0	0.808115	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactococcus.s__Lactococcus_lactis	1.61871	0.671575	0	0	0	0	0.504877	0	0	0	9.20008	8.57995
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	1.75215	0	0	0.889278	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0.504531	1.82979	0	0.274419	0.38855	0.372497	0	0	0	0	0.633022	0.631897
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0.527138	0.210852	0	0	0	0.163675	0	0.561347	1.25209	0	1.38256	0.249267
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus	0	0	0	0	0	1.76041	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_hominis	0	0	0	3.61422	0.373356	0	1.1731	0	3.08989	0.378215	0.246153	1.99609
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_intestinalis	0	0.839671	0	0.268825	0	0	1.55059	0	38.2108	0	1.01596	27.8934
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	0	0.195206	0	11.3502	0.232025	0	0.742408	0	5.32016	29.4152	0.256358	5.67489
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	2.81068	0	0	1.29143	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	0	0	19.2717	14.868	0	21.5659	0	0	0	66.546	0	17.7276
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcus.s__Ruminococcus_callidus	0	4.01327	0	0.467671	0	0	0	0	0	0.205141	0	2.12454
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0.233064	0.354903	0	0	0.63635	0	0	0	1.13717	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	0	0	0.627725	1.52581	0	0.644278	0	0.875957	1.82809	0.256563	7.2188	1.54599
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	2.47365	0	6.29872	0	0	0	1.96139	0	0.177879	0.370876	0.707558	0.427865
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	1.19077	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	16.0244	0	0	0.21895	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Veillonella.s__Veillonella_atypica	1.21459	0	0	1.35101	0	0	0	0	0.990261	0.244866	1.52213	0.144336
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Veillonella.s__Veillonella_dispar	0.283568	0	0	0.1855	0	0	0	0	0.766745	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Veillonella.s__Veillonella_parvula	2.04273	0.185097	0	0.884518	0	0.169717	0	0.217317	0.883128	0	0	0.265371
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	64.7209	145.042	140.028	71.783	110.045	69.8993	85.0121	26.2208	123.247	308.377	138.338	114.399
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	4.24548	10.72	7.39087	9.55115	0	2.36569	5.04112	59.5498	93.0872	4.13734	21.9928	3.55209
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Escherichia.s__Escherichia_coli	0	1.82009	0	0	0	0	0	28.2151	7.61861	0	4.73577	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0.935169	0	0	0	0	0	8.87976	0	0	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	1.84881	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	0	0	0	4.77117	0	0	0	0	0	0	0	0
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	5.54579	11.8735	0	10.584	0	0	5.59415	0	69.4032	0	24.2948	4.2536
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	5.62685	0	0	0	0	0	0	0	86.5158	0	16.3711	4.18806
PWY-6305: putrescine biosynthesis IV	67.4054	37.807	130.988	61.4813	35.5865	158.977	61.9305	61.6563	120.319	43.0004	50.9182	84.0614
PWY-6305: putrescine biosynthesis IV|g__Blautia.s__Ruminococcus_obeum	0	2.60704	0	0	0	0	0.931028	0	2.58784	0	6.73025	5.83797
PWY-6305: putrescine biosynthesis IV|g__Blautia.s__Ruminococcus_torques	0	1.54182	0	10.0877	2.48479	0	4.16437	0	0	0	0	0
PWY-6305: putrescine biosynthesis IV|g__Escherichia.s__Escherichia_coli	0	1.20584	0	0	0	0	0	19.6874	4.81787	0	4.30342	0
PWY-6305: putrescine biosynthesis IV|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	62.6796	8.33658	113.888	44.9071	25.1356	144.457	26.5791	36.6039	88.206	36.0469	21.5758	43.5976
PWY-6305: putrescine biosynthesis IV|g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	0	0	0	0	0	0	0	0.47402
PWY-6305: putrescine biosynthesis IV|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	2.39682	0	0	0	0	0	0	0	0	0
PWY-6305: putrescine biosynthesis IV|unclassified	2.9035	7.50705	13.1106	0	4.27391	0	19.5151	3.97445	6.79152	3.44098	14.4096	19.2044
PWY-6317: galactose degradation I (Leloir pathway)	232.635	217.053	388.713	272.163	200.719	373.829	232.36	151.847	406.32	435.787	291.227	425.823
PWY-6317: galactose degradation I (Leloir pathway)|g__Anaerostipes.s__Anaerostipes_hadrus	0	2.24662	11.6721	10.5702	0	7.34181	4.10071	2.65242	0	11.6592	12.8171	6.65205
PWY-6317: galactose degradation I (Leloir pathway)|g__Blautia.s__Ruminococcus_obeum	0	1.68379	0	0	0	0	0	0	3.02683	0	4.9053	5.59516
PWY-6317: galactose degradation I (Leloir pathway)|g__Blautia.s__Ruminococcus_torques	0	1.89732	0	7.46708	2.10476	0	2.08193	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Clostridium.s__Clostridium_asparagiforme	0	0	1.00502	0	0.505796	0.934694	0	0	0	0	0.256317	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Clostridium.s__Clostridium_scindens	0	0	0.382601	0	0	0	0	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Clostridium.s__Clostridium_sp_KLE_1755	0	0	0	0	0	0	0	2.40563	5.74764	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Escherichia.s__Escherichia_coli	0	0.492407	0	0	0	0	0	12.8061	3.83662	0	2.95477	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Eubacterium.s__Eubacterium_siraeum	0	1.63402	0	0	0	0	0.79566	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	85.0891	32.3951	167.637	87.4873	43.7176	173.471	38.0741	43.2213	127.313	37.3928	44.8589	68.695
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0.68077	0	0.289194	0	0.267276	0	0	0	4.43288	1.38667	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0.371066	0	0.551759	0	0	0	0	0.93915	0	0.417794
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	2.17886	9.24774	9.0934	4.95983	7.61276	4.47508	1.57296	19.3738	11.4497	13.3033	6.57466
PWY-6317: galactose degradation I (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_acidophilus	0	0	0	0	0	0	1.68201	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Lactococcus.s__Lactococcus_lactis	0.755548	0	0	0	0	0.415124	0.899871	0	0	0	11.4572	9.15188
PWY-6317: galactose degradation I (Leloir pathway)|g__Roseburia.s__Roseburia_intestinalis	0	1.7723	0	0	0.980916	0	1.85652	0	52.2374	0	1.37705	30.7389
PWY-6317: galactose degradation I (Leloir pathway)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	17.1448	12.278	0	18.8749	0	0	0	59.0552	0	21.8478
PWY-6317: galactose degradation I (Leloir pathway)|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0.221709	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Streptococcus.s__Streptococcus_thermophilus	0.960881	0	0.901477	0	0	0	1.56137	0	0	0	0.807873	0.320462
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	10.7304	77.8611	44.0565	32.9231	55.6827	13.0423	35.7267	8.42903	59.3743	176.518	67.7063	58.6339
PWY-6353: purine nucleotides degradation II (aerobic)	38.1356	31.5984	66.7369	52.4654	33.7876	39.4116	36.7408	85.1143	59.3836	40.7542	81.9668	41.1873
PWY-6353: purine nucleotides degradation II (aerobic)|g__Escherichia.s__Escherichia_coli	0	3.221	0	0	0	0	0	37.6802	7.91918	0	9.70459	0
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	0	5.97886	25.4157	11.895	0	0	0	5.21121	0	5.60278	4.06863	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	467.463	331.75	446.425	440.944	428.994	394.205	381.266	383.61	378.299	362.957	338.081	358.896
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	65.8003	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_fragilis	28.0481	0	5.48881	1.09915	1.58256	3.37733	1.72907	0	0	5.68861	0	6.01963
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_ovatus	158.917	33.3565	0	1.21004	77.5718	5.87218	8.47168	0	0	17.8527	12.2639	9.10126
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.38895	0	3.43458	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Blautia.s__Ruminococcus_torques	0	2.37097	0	10.7627	2.34394	0	2.74253	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Eggerthella.s__Eggerthella_lenta	0.823565	0	1.89615	0.546085	0	1.063	0	0.585601	0	0	1.7047	1.26391
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Escherichia.s__Escherichia_coli	0	1.668	0	0	0	0	0	25.8704	5.66472	0	5.23433	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0	0	0	1.48152	0	0	0	2.00341	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	74.4719	31.0949	138.314	67.9401	33.1569	145.136	34.7932	38.4726	108.012	34.4995	62.0036	62.0127
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	2.6498	0	0	0.819524	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Parabacteroides.s__Parabacteroides_distasonis	27.308	5.37689	0	3.39289	8.94729	3.4233	4.89788	14.7051	0	2.86107	2.35163	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0	0.204166	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Veillonella.s__Veillonella_parvula	1.75721	0	0	0.601049	0	0	0	0.471887	0.768685	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	21.6795	48.6353	32.1885	35.2239	14.3188	31.8833	20.979	5.17119	24.4127	100.302	12.5351	55.0663
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	572.77	586.093	589.88	594.304	521.489	475.409	626.628	464.161	527.245	710.531	546.158	610.628
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0.418276	0.449015
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	3.31783	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Alistipes.s__Alistipes_indistinctus	0	1.22775	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	11.3654	5.16724	25.9738	0	19.762	0	0	0.429824
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Alistipes.s__Alistipes_putredinis	0	17.1752	0	0	9.52675	3.64123	31.9282	0	0	5.77211	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Anaerostipes.s__Anaerostipes_hadrus	0	1.67994	8.97199	7.55274	0	6.53903	4.48251	2.27748	0	12.0528	14.279	6.16277
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0.459093	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	66.4397	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_fragilis	27.5663	0	5.83803	1.39334	1.5939	3.26168	1.71825	0	0	5.37391	0	5.93711
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_ovatus	158.346	31.743	0	1.16645	75.2821	5.49964	8.27788	0	0	19.5052	11.6436	8.33146
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_plebeius	0	0	0	69.8733	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	8.81579	0	0	4.45847	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_uniformis	0	51.012	15.7038	52.0026	0	36.0511	33.0214	119.131	123.267	13.8861	29.7337	56.8095
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.5354	0	3.20342	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Barnesiella.s__Barnesiella_intestinihominis	0	12.19	0	0	0	0	9.71759	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	7.2729	0	18.4658	0	0	3.7631	0	0	27.6894	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	8.05968	0	10.8508	5.12994	14.499	16.9833	2.56612	0	7.03112	0	4.03405
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	19.5698	2.82787	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bilophila.s__Bilophila_wadsworthia	0	2.80603	0	0	0	0	5.25669	0	1.83524	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Blautia.s__Ruminococcus_gnavus	11.8547	0	3.01436	1.62138	0	3.61586	0	2.6136	5.99902	2.35604	5.72041	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Blautia.s__Ruminococcus_obeum	0	2.19919	0	0	0	0	0	0	0	0	0	3.66661
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Blautia.s__Ruminococcus_torques	0	2.86354	6.99997	11.3205	2.56616	0	2.96395	0	3.41026	4.16856	1.41516	0.714117
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0.987308	2.34708	0	0	1.36764	0	0	0	3.75077	0	0.313215	0.468827
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Butyricicoccus.s__Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0.346138	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Clostridium.s__Clostridium_hathewayi	0	0	1.41137	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Clostridium.s__Clostridium_leptum	0	0	0	0	0	1.74925	0	0	0	0	11.3416	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Clostridium.s__Clostridium_nexile	12.4814	0.505691	0	0	0	0	0	0	0	0	3.68527	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Clostridium.s__Clostridium_sp_KLE_1755	0	0	0	0	0	0	0	2.86456	3.70092	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Collinsella.s__Collinsella_aerofaciens	0	3.93785	0	0	2.5777	0	6.79937	0	0	6.5368	9.69445	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Coprococcus.s__Coprococcus_comes	0	2.39996	0	0	0	0	0.63473	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Coprococcus.s__Coprococcus_eutactus	0	18.4072	0	0	0.833936	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Dorea.s__Dorea_formicigenerans	0	0.445005	0	0	0	0	0.741644	0	0	0	4.85644	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Eggerthella.s__Eggerthella_lenta	0.828305	0	1.83955	0.729459	0	1.05041	0	0.687826	0	0	1.70191	1.35882
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Erysipelotrichaceae_noname.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0.213879	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3	0	0	0.286682	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_6_1_45	0	0	0	0	0	0	0	0	0	0	0.345758	0
